BN	TN	SN	seqNum	exeType	prepTime	exeTime	iti	hand	cuePress	cueMask	press1	press2	press3	press4	press5	press6	RT	ET	MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	
4	7	15	6	0	6000	2500	16000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	64000	64062	24506	65	39	1	0	
4	8	15	6	1	4000	2500	1000	2	513153	******	5	1	3	1	5	3	442.000	1256.000	1698.000	0	0	2	5	1	3	1	5	3	4442.000	4680.000	4932.000	5198.000	5376.000	5568.000	0.000	0.000	88500	88571	7506	89	540	1	0	
4	9	15	5	1	6000	2500	4000	2	351531	******	3	5	1	5	3	1	636.000	1176.000	1812.000	0	0	2	3	5	1	5	3	1	6636.000	6926.000	7100.000	7384.000	7494.000	7682.000	0.000	0.000	96000	96082	12506	97	47	1	1	
4	10	15	2	1	8000	2500	8000	2	333333	******	3	3	3	3	3	3	386.000	1466.000	1852.000	0	0	2	3	3	3	3	3	3	8386.000	8640.000	8878.000	9148.000	9426.000	9732.000	0.000	0.000	108500	108592	18506	109	553	1	0	
4	11	15	1	1	4000	2500	4000	2	111111	******	1	1	1	1	1	1	470.000	1496.000	1966.000	0	0	2	1	1	1	1	1	1	4470.000	4694.000	4960.000	5230.000	5508.000	5802.000	0.000	0.000	127000	127101	10506	128	55	1	0	
4	12	15	4	1	4000	2500	1000	2	135315	******	1	3	5	3	1	5	506.000	1290.000	1796.000	0	0	2	1	3	5	3	1	5	4506.000	4722.000	4998.000	5384.000	5528.000	5654.000	0.000	0.000	137500	137614	7506	138	566	1	0	
4	13	15	3	1	4000	2500	1000	2	555555	******	5	5	5	5	5	5	592.000	1330.000	1922.000	0	0	2	5	5	5	5	5	5	4592.000	4844.000	5082.000	5314.000	5540.000	5810.000	0.000	0.000	145000	145123	7506	146	73	1	0	
4	14	15	4	1	4000	2500	1000	2	135315	******	1	3	5	3	1	5	530.000	1212.000	1742.000	0	0	2	1	3	5	3	1	5	4530.000	4758.000	4944.000	5294.000	5454.000	5606.000	0.000	0.000	152500	152636	7506	153	584	1	0	
4	15	15	1	1	6000	2500	1000	2	111111	******	1	1	1	1	1	1	410.000	1470.000	1880.000	0	0	2	1	1	1	1	1	1	6410.000	6690.000	6934.000	7222.000	7500.000	7776.000	0.000	0.000	160000	160145	9506	161	89	1	0	
4	16	15	2	0	4000	2500	4000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	169500	169657	10506	170	599	1	0	
4	17	15	5	1	8000	2500	2000	2	351531	******	3	5	1	5	3	1	572.000	1196.000	1768.000	0	0	2	3	5	1	5	3	1	8572.000	8876.000	9088.000	9372.000	9452.000	9638.000	0.000	0.000	180000	180168	12506	181	106	1	0	
4	18	15	5	1	4000	2500	2000	2	351531	******	3	5	1	5	3	1	442.000	2056.000	2498.000	1	0	0	3	5	1	3	1	1	4442.000	4704.000	4864.000	5204.000	5406.000	6360.000	0.000	0.000	192500	192678	8506	193	612	1	0	
4	19	15	1	0	6000	2500	1000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	201000	201187	9506	202	117	1	1	
4	20	15	2	0	4000	2500	1000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	210500	210698	7506	211	625	1	0	
4	21	15	5	0	6000	2500	2000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	218000	218208	10506	219	132	1	0	
4	22	15	3	1	4000	2500	8000	2	555555	******	5	5	5	5	5	5	452.000	1240.000	1692.000	0	0	2	5	5	5	5	5	5	4452.000	4700.000	4910.000	5108.000	5354.000	5624.000	0.000	0.000	228500	228718	14506	229	640	1	0	
4	23	15	1	0	4000	2500	1000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	243000	243228	7506	244	144	1	0	
4	24	15	2	1	4000	2500	1000	2	333333	******	3	3	3	3	3	3	392.000	1418.000	1810.000	0	0	2	3	3	3	3	3	3	4392.000	4658.000	4890.000	5132.000	5380.000	5680.000	0.000	0.000	250500	250737	7506	251	650	1	0	
4	25	15	4	0	6000	2500	1000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	258000	258247	9506	259	159	1	0	
4	26	15	6	1	4000	2500	1000	2	513153	******	5	1	3	1	5	3	546.000	1360.000	1906.000	0	0	2	5	1	3	1	5	3	4546.000	4874.000	5080.000	5334.000	5492.000	5644.000	0.000	0.000	267500	267760	7506	268	670	1	0	
4	27	15	3	0	8000	2500	2000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	275000	275270	12506	276	174	1	0	
4	28	15	4	1	8000	2500	2000	2	135315	******	1	3	5	3	1	5	506.000	1104.000	1610.000	0	0	2	1	3	5	3	1	5	8506.000	8672.000	8898.000	9212.000	9338.000	9470.000	0.000	0.000	287500	287780	12506	288	680	1	0	
4	29	15	3	1	4000	2500	2000	2	555555	******	5	5	5	5	5	5	390.000	1250.000	1640.000	0	0	2	5	5	5	5	5	5	4390.000	4644.000	4836.000	5052.000	5290.000	5516.000	0.000	0.000	300000	300290	8506	301	186	1	0	
4	30	15	6	1	6000	2500	1000	2	513153	******	5	1	3	1	5	3	396.000	1096.000	1492.000	0	0	2	5	1	3	1	5	3	6396.000	6596.000	6786.000	7040.000	7178.000	7346.000	0.000	0.000	308500	308800	19506	309	694	1	0	
5	1	15	6	1	4000	2500	1000	2	513153	******	5	1	3	1	5	3	410.000	1396.000	1806.000	0	0	2	5	1	3	1	5	3	4410.000	4664.000	4972.000	5304.000	5476.000	5696.000	0.000	0.000	10000	10002	7506	10	996	1	0	
5	2	15	1	1	6000	2500	2000	2	111111	******	1	1	1	1	1	1	422.000	1474.000	1896.000	0	0	2	1	1	1	1	1	1	6422.000	6684.000	6942.000	7210.000	7510.000	7756.000	0.000	0.000	17500	17511	10506	18	502	1	0	
5	3	15	3	0	4000	2500	1000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28000	28021	7506	29	9	1	0	
5	4	15	3	1	6000	2500	1000	2	555555	******	5	5	5	5	5	5	526.000	1858.000	2384.000	0	0	2	5	5	5	5	5	5	6526.000	7002.000	7248.000	7492.000	7758.000	8224.000	0.000	0.000	35500	35531	9506	36	517	1	0	
5	5	15	3	0	4000	2500	1000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	45000	45041	7506	46	23	1	0	
5	6	15	2	1	4000	2500	4000	2	333333	******	3	3	3	3	3	3	408.000	1372.000	1780.000	0	0	2	3	3	3	3	3	3	4408.000	4690.000	4928.000	5166.000	5398.000	5660.000	0.000	0.000	52500	52551	10506	53	532	1	1	
5	7	15	5	0	4000	2500	4000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	63000	63061	10506	64	38	1	0	
5	8	15	6	1	4000	2500	1000	2	513153	******	5	1	3	1	5	3	396.000	1128.000	1524.000	0	0	2	5	1	3	1	5	3	4396.000	4622.000	4828.000	5102.000	5232.000	5394.000	0.000	0.000	73500	73572	7506	74	544	1	0	
5	9	15	3	1	6000	2500	1000	2	555555	******	5	5	5	5	5	5	468.000	1276.000	1744.000	0	0	2	5	5	5	5	5	5	6468.000	6702.000	6920.000	7144.000	7380.000	7618.000	0.000	0.000	81000	81081	9506	82	51	1	1	
5	10	15	6	0	6000	2500	2000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	90500	90591	10506	91	559	1	0	
5	11	15	1	1	8000	2500	8000	2	111111	******	1	1	1	1	1	1	436.000	1484.000	1920.000	0	0	2	1	1	1	1	1	1	8436.000	8704.000	8944.000	9230.000	9516.000	9786.000	0.000	0.000	101000	101102	18506	102	64	1	0	
5	12	15	1	0	4000	2500	1000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	119500	119611	7506	120	569	1	0	
5	13	15	4	0	6000	2500	1000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	127000	127122	9506	128	76	1	1	
5	14	15	6	0	4000	2500	2000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	136500	136631	8506	137	584	1	0	
5	15	15	5	0	4000	2500	16000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	145000	145141	22506	146	90	1	0	
5	16	15	3	1	8000	2500	2000	2	555555	******	5	5	5	5	5	5	452.000	1490.000	1942.000	0	0	2	5	5	5	5	5	5	8452.000	8704.000	8900.000	9124.000	9394.000	9644.000	0.000	0.000	167500	167653	12506	168	594	1	1	
5	17	15	5	1	6000	2500	1000	2	351531	******	3	5	1	5	3	1	554.000	1270.000	1824.000	0	0	2	3	5	1	5	3	1	6554.000	6812.000	7006.000	7404.000	7518.000	7690.000	0.000	0.000	180000	180163	9506	181	99	1	0	
5	18	15	4	1	4000	2500	2000	2	135315	******	1	3	5	3	1	5	510.000	1144.000	1654.000	0	0	2	1	3	5	3	1	5	4510.000	4714.000	4894.000	5246.000	5414.000	5542.000	0.000	0.000	189500	189673	8506	190	608	1	1	
5	19	15	2	0	4000	2500	2000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	198000	198183	8506	199	114	1	1	
5	20	15	1	1	8000	2500	4000	2	111111	******	1	1	1	1	1	1	882.000	1408.000	2290.000	0	0	2	1	1	1	1	1	1	8882.000	9114.000	9388.000	9636.000	9884.000	10176.000	0.000	0.000	206500	206693	14506	207	621	1	0	
5	21	15	4	1	6000	2500	1000	2	135315	******	1	3	5	3	1	5	446.000	1316.000	1762.000	0	0	2	1	3	5	3	1	5	6446.000	6698.000	6856.000	7342.000	7518.000	7636.000	0.000	0.000	221000	221203	9506	222	126	1	1	
5	22	15	5	1	8000	2500	1000	2	351531	******	3	5	1	5	3	1	508.000	1064.000	1572.000	0	0	2	3	5	1	5	3	1	8508.000	8704.000	8902.000	9188.000	9268.000	9446.000	0.000	0.000	230500	230713	11506	231	632	1	1	
5	23	15	6	1	4000	2500	2000	2	513153	******	5	1	3	1	5	3	482.000	1070.000	1552.000	0	0	2	5	1	3	1	5	3	4482.000	4724.000	4890.000	5128.000	5236.000	5420.000	0.000	0.000	242000	242223	8506	243	140	1	0	
5	24	15	2	0	6000	2500	1000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	250500	250733	9506	251	648	1	0	
5	25	15	4	1	4000	2500	8000	2	135315	******	1	3	5	3	1	5	540.000	1080.000	1620.000	0	0	2	1	3	5	3	1	5	4540.000	4726.000	4886.000	5194.000	5366.000	5458.000	0.000	0.000	260000	260243	14506	261	153	1	1	
5	26	15	5	1	6000	2500	1000	2	351531	******	3	5	1	5	3	1	528.000	1026.000	1554.000	0	0	2	3	5	1	5	3	1	6528.000	6728.000	6880.000	7116.000	7230.000	7412.000	0.000	0.000	274500	274754	9506	275	658	1	1	
5	27	15	2	1	4000	2500	2000	2	333333	******	3	3	3	3	3	3	478.000	1356.000	1834.000	0	0	2	3	3	3	3	3	3	4478.000	4740.000	4968.000	5200.000	5440.000	5694.000	0.000	0.000	284000	284264	8506	285	166	1	0	
5	28	15	1	0	4000	2500	1000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	292500	292773	7506	293	672	1	0	
5	29	15	4	0	4000	2500	1000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	300000	300283	7506	301	177	1	0	
5	30	15	2	1	4000	2500	4000	2	333333	******	3	3	3	3	3	3	508.000	1434.000	1942.000	0	0	2	3	3	3	3	3	3	4508.000	4780.000	5024.000	5264.000	5506.000	5804.000	0.000	0.000	307500	307793	20506	308	685	1	0	
6	1	15	6	0	4000	2500	1000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10000	10000	7506	10	996	1	0	
6	2	15	2	0	4000	2500	1000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17500	17510	7506	18	504	1	0	
6	3	15	2	0	6000	2500	4000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25000	25020	12506	26	10	1	0	
6	4	15	1	0	4000	2500	8000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	37500	37530	14506	38	516	1	0	
6	5	15	4	1	8000	2500	1000	2	135315	******	1	3	5	3	1	5	514.000	1162.000	1676.000	0	0	2	1	3	5	3	1	5	8514.000	8734.000	8940.000	9278.000	9470.000	9582.000	0.000	0.000	52000	52039	11506	53	20	1	0	
6	6	15	3	0	4000	2500	1000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	63500	63550	7506	64	528	1	0	
6	7	15	5	1	4000	2500	1000	2	351531	******	3	5	1	5	3	1	712.000	1134.000	1846.000	0	0	2	3	5	1	5	3	1	4712.000	4964.000	5154.000	5446.000	5516.000	5684.000	0.000	0.000	71000	71063	7506	72	37	1	0	
6	8	15	2	1	4000	2500	2000	2	333333	******	3	3	3	3	3	3	550.000	1422.000	1972.000	0	0	2	3	3	3	3	3	3	4550.000	4796.000	5040.000	5312.000	5590.000	5846.000	0.000	0.000	78500	78574	8506	79	546	1	0	
6	9	15	5	0	4000	2500	2000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	87000	87083	8506	88	53	1	0	
6	10	15	5	1	6000	2500	1000	2	351531	******	3	5	1	5	3	1	600.000	1462.000	2062.000	0	0	2	3	5	1	5	3	1	6600.000	6854.000	7116.000	7606.000	7744.000	7904.000	0.000	0.000	95500	95593	9506	96	559	1	0	
6	11	15	5	1	4000	2500	2000	2	351531	******	3	5	1	5	3	1	498.000	1206.000	1704.000	0	0	2	3	5	1	5	3	1	4498.000	4730.000	4928.000	5288.000	5416.000	5580.000	0.000	0.000	105000	105104	8506	106	68	1	0	
6	12	15	4	1	6000	2500	1000	2	135315	******	1	3	5	3	1	5	494.000	984.000	1478.000	0	0	2	1	3	5	3	1	5	6494.000	6628.000	6814.000	7128.000	7266.000	7346.000	0.000	0.000	113500	113615	9506	114	575	1	0	
6	13	15	2	1	6000	2500	2000	2	333333	******	3	3	3	3	3	3	342.000	1366.000	1708.000	0	0	2	3	3	3	3	3	3	6342.000	6598.000	6838.000	7092.000	7344.000	7612.000	0.000	0.000	123000	123126	10506	124	83	1	0	
6	14	15	6	0	6000	2500	8000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	133500	133636	16506	134	590	1	0	
6	15	15	3	1	6000	2500	1000	2	555555	******	5	5	5	5	5	5	552.000	1536.000	2088.000	0	0	2	5	5	5	5	5	5	6552.000	6798.000	7078.000	7370.000	7676.000	7976.000	0.000	0.000	150000	150146	9506	151	93	1	1	
6	16	15	4	1	4000	2500	1000	2	135315	******	1	3	5	3	1	5	454.000	1150.000	1604.000	0	0	2	1	3	5	3	1	5	4454.000	4670.000	4870.000	5230.000	5354.000	5470.000	0.000	0.000	159500	159656	7506	160	600	1	0	
6	17	15	1	1	4000	2500	2000	2	111111	******	1	1	1	1	1	1	588.000	1360.000	1948.000	0	0	2	1	1	1	1	1	1	4588.000	4864.000	5112.000	5360.000	5578.000	5836.000	0.000	0.000	167000	167165	8506	168	108	1	0	
6	18	15	1	1	4000	2500	1000	2	111111	******	1	1	1	1	1	1	434.000	1560.000	1994.000	0	0	2	1	1	1	1	1	1	4434.000	4706.000	4990.000	5262.000	5554.000	5822.000	0.000	0.000	175500	175676	7506	176	616	1	0	
6	19	15	1	0	4000	2500	4000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	183000	183186	10506	184	121	1	0	
6	20	15	6	1	4000	2500	1000	2	513153	******	5	1	3	1	5	3	398.000	1144.000	1542.000	0	0	2	5	1	3	1	5	3	4398.000	4596.000	4824.000	5092.000	5230.000	5424.000	0.000	0.000	193500	193696	7506	194	630	1	0	
6	21	15	4	0	8000	2500	1000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	201000	201206	11506	202	136	1	0	
6	22	15	3	0	4000	2500	4000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	212500	212718	10506	213	646	1	0	
6	23	15	2	1	4000	2500	1000	2	333333	******	3	3	3	3	3	3	476.000	1426.000	1902.000	0	0	2	3	3	3	3	3	3	4476.000	4742.000	5008.000	5264.000	5514.000	5788.000	0.000	0.000	223000	223227	7506	224	151	1	0	
6	24	15	6	1	8000	2500	1000	2	513153	******	5	1	3	1	5	3	420.000	1200.000	1620.000	0	0	2	5	1	3	1	5	3	8420.000	8678.000	8928.000	9160.000	9320.000	9492.000	0.000	0.000	230500	230737	11506	231	660	1	0	
6	25	15	3	1	6000	2500	1000	2	555555	******	5	5	5	5	5	5	484.000	1300.000	1784.000	0	0	2	5	5	5	5	5	5	6484.000	6746.000	6966.000	7184.000	7400.000	7650.000	0.000	0.000	242000	242248	9506	243	164	1	0	
6	26	15	3	1	6000	2500	2000	2	555555	******	5	5	5	5	5	5	518.000	1382.000	1900.000	0	0	2	5	5	5	5	5	5	6518.000	6764.000	6992.000	7232.000	7502.000	7760.000	0.000	0.000	251500	251759	10506	252	671	1	0	
6	27	15	5	0	4000	2500	2000	2	351531	******	3	5	1	5	3	1	642.000	0.000	642.000	1	1	-1	0	0	0	0	0	0	4568.000	4642.000	0.000	0.000	0.000	0.000	0.000	0.000	262000	262269	8506	263	181	1	0	
6	28	15	1	1	6000	2500	16000	2	111111	******	1	1	1	1	1	1	520.000	1570.000	2090.000	0	0	2	1	1	1	1	1	1	6520.000	6764.000	7054.000	7360.000	7652.000	7936.000	0.000	0.000	270500	270780	24506	271	688	1	0	
6	29	15	6	1	8000	2500	2000	2	513153	******	5	1	3	1	5	3	390.000	1204.000	1594.000	0	0	2	5	1	3	1	5	3	8390.000	8612.000	8844.000	9146.000	9282.000	9474.000	0.000	0.000	295000	295290	12506	296	190	1	0	
6	30	15	4	0	4000	2500	4000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	307500	307800	20506	308	694	1	0	
7	1	15	5	1	6000	2500	1000	2	351531	******	3	5	1	5	3	1	478.000	1240.000	1718.000	0	0	2	3	5	1	5	3	1	6478.000	6696.000	6910.000	7222.000	7418.000	7530.000	0.000	0.000	10000	10001	9506	10	995	1	0	
7	2	15	3	0	6000	2500	4000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19500	19512	12506	20	502	1	0	
7	3	15	2	1	4000	2500	1000	2	333333	******	3	3	3	3	3	3	404.000	1676.000	2080.000	0	0	2	3	3	3	3	3	3	4404.000	4656.000	4926.000	5212.000	5470.000	5754.000	0.000	0.000	32000	32021	7506	33	7	1	0	
7	4	15	4	1	6000	2500	4000	2	135315	******	1	3	5	3	1	5	466.000	1168.000	1634.000	0	0	2	1	3	5	3	1	5	6466.000	6664.000	6860.000	7214.000	7376.000	7494.000	0.000	0.000	39500	39531	12506	40	516	1	0	
7	5	15	3	0	4000	2500	1000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52000	52041	7506	53	22	1	0	
7	6	15	4	1	8000	2500	2000	2	135315	******	1	3	5	3	1	5	522.000	1074.000	1596.000	0	0	2	1	3	5	3	1	5	8522.000	8744.000	8902.000	9218.000	9382.000	9488.000	0.000	0.000	59500	59551	12506	60	529	1	0	
7	7	15	5	0	8000	2500	2000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72000	72061	12506	73	36	1	1	
7	8	15	5	0	6000	2500	1000	2	351531	******	3	5	1	5	3	1	848.000	0.000	848.000	1	1	-1	0	0	0	0	0	0	6848.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	84500	84572	9506	85	542	1	0	
7	9	15	2	0	4000	2500	4000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94000	94081	10506	95	47	1	0	
7	10	15	1	1	4000	2500	1000	2	111111	******	1	1	1	1	1	1	598.000	1526.000	2124.000	0	0	2	1	1	1	1	1	1	4598.000	4836.000	5102.000	5384.000	5660.000	5954.000	0.000	0.000	104500	104591	7506	105	553	1	0	
7	11	15	6	1	4000	2500	2000	2	513153	******	5	1	3	1	5	3	538.000	1588.000	2126.000	0	0	2	5	1	3	1	5	3	4538.000	4734.000	4970.000	5196.000	5338.000	5990.000	0.000	0.000	112000	112101	8506	113	59	1	0	
7	12	15	6	1	4000	2500	1000	2	513153	******	5	1	3	1	5	3	408.000	1066.000	1474.000	0	0	2	5	1	3	1	5	3	4408.000	4624.000	4818.000	5044.000	5168.000	5360.000	0.000	0.000	120500	120611	7506	121	568	1	0	
7	13	15	6	0	4000	2500	1000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	128000	128121	7506	129	73	1	0	
7	14	15	6	0	6000	2500	2000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	135500	135632	10506	136	584	1	1	
7	15	15	2	1	6000	2500	1000	2	333333	******	3	3	3	3	3	3	378.000	1464.000	1842.000	0	0	2	3	3	3	3	3	3	6378.000	6680.000	6934.000	7198.000	7458.000	7712.000	0.000	0.000	146000	146141	9506	147	90	1	0	
7	16	15	1	1	8000	2500	8000	2	111111	******	1	1	1	1	1	1	562.000	1630.000	2192.000	0	0	2	1	1	1	1	1	1	8562.000	8812.000	9070.000	9404.000	9710.000	10016.000	0.000	0.000	155500	155651	18506	156	595	1	0	
7	17	15	4	0	6000	2500	1000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	174000	174161	9506	175	99	1	0	
7	18	15	4	1	6000	2500	1000	2	135315	******	1	3	5	3	1	5	500.000	1112.000	1612.000	0	0	2	1	3	5	3	1	5	6500.000	6778.000	6944.000	7266.000	7432.000	7482.000	0.000	0.000	183500	183671	9506	184	605	1	0	
7	19	15	3	1	4000	2500	1000	2	555555	******	5	5	5	5	5	5	616.000	1526.000	2142.000	0	0	2	5	5	5	5	5	5	4616.000	4890.000	5158.000	5446.000	5738.000	6006.000	0.000	0.000	193000	193181	7506	194	113	1	1	
7	20	15	5	1	4000	2500	8000	2	351531	******	3	5	1	5	3	1	484.000	1184.000	1668.000	0	0	2	3	5	1	5	3	1	4484.000	4714.000	4892.000	5222.000	5350.000	5498.000	0.000	0.000	200500	200691	14506	201	619	1	0	
7	21	15	3	1	4000	2500	4000	2	555555	******	5	5	5	5	5	5	504.000	1480.000	1984.000	0	0	2	5	5	5	5	5	5	4504.000	4750.000	4996.000	5256.000	5564.000	5854.000	0.000	0.000	215000	215202	10506	216	126	1	0	
7	22	15	2	1	4000	2500	1000	2	333333	******	3	3	3	3	3	3	496.000	1478.000	1974.000	0	0	2	3	3	3	3	3	3	4496.000	4750.000	5016.000	5306.000	5582.000	5842.000	0.000	0.000	225500	225712	7506	226	634	1	0	
7	23	15	1	0	4000	2500	1000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	233000	233221	7506	234	139	1	1	
7	24	15	2	0	4000	2500	2000	2	333333	******	3	3	3	3	3	3	610.000	0.000	610.000	1	1	-1	0	0	0	0	0	0	4610.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	240500	240732	8506	241	648	1	1	
7	25	15	4	0	4000	2500	2000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	249000	249241	8506	250	154	1	0	
7	26	15	1	0	8000	2500	2000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	257500	257752	12506	258	662	1	0	
7	27	15	6	1	6000	2500	1000	2	513153	******	5	1	3	1	5	3	390.000	1046.000	1436.000	0	0	2	5	1	3	1	5	3	6390.000	6592.000	6802.000	7036.000	7148.000	7328.000	0.000	0.000	270000	270262	9506	271	166	1	0	
7	28	15	3	1	4000	2500	2000	2	555555	******	5	5	5	5	5	5	664.000	1448.000	2112.000	0	0	2	5	5	5	5	5	5	4664.000	4930.000	5176.000	5426.000	5704.000	5966.000	0.000	0.000	279500	279771	8506	280	675	1	1	
