BN	TN	SN	seqNum	exeType	prepTime	exeTime	iti	hand	cuePress	cueMask	press1	press2	press3	press4	press5	press6	RT	ET	MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	
7	29	15	5	1	4000	2500	1000	2	351531	******	3	5	1	5	3	1	538.000	1180.000	1718.000	0	0	2	3	5	1	5	3	1	4538.000	4764.000	4946.000	5256.000	5436.000	5560.000	0.000	0.000	288000	288281	7506	289	181	1	0	
7	30	15	1	1	4000	2500	16000	2	111111	******	1	1	1	1	1	1	530.000	1526.000	2056.000	0	0	2	1	1	1	1	1	1	4530.000	4790.000	5046.000	5322.000	5616.000	5902.000	0.000	0.000	295500	295791	32506	296	689	1	0	
8	1	15	1	1	6000	2500	1000	2	111111	******	1	1	1	1	1	1	448.000	1600.000	2048.000	0	0	2	1	1	1	1	1	1	6448.000	6742.000	7008.000	7302.000	7580.000	7882.000	0.000	0.000	10000	10001	9506	10	998	1	0	
8	2	15	6	1	6000	2500	2000	2	513153	******	5	1	3	1	5	3	388.000	1170.000	1558.000	0	0	2	5	1	3	1	5	3	6388.000	6616.000	6850.000	7114.000	7232.000	7438.000	0.000	0.000	19500	19511	10506	20	506	1	0	
8	3	15	6	0	4000	2500	1000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30000	30023	7506	31	13	1	0	
8	4	15	5	1	4000	2500	2000	2	351531	******	3	5	1	5	3	1	744.000	1166.000	1910.000	0	0	2	3	5	1	5	3	1	4744.000	4990.000	5152.000	5456.000	5554.000	5728.000	0.000	0.000	37500	37533	8506	38	520	1	0	
8	5	15	4	1	4000	2500	1000	2	135315	******	1	3	5	3	1	5	694.000	1040.000	1734.000	0	0	2	1	3	5	3	1	5	4694.000	4824.000	5008.000	5326.000	5494.000	5594.000	0.000	0.000	46000	46043	7506	47	29	1	0	
8	6	15	4	1	4000	2500	1000	2	135315	******	1	3	5	3	1	5	714.000	1032.000	1746.000	0	0	2	1	3	5	3	1	5	4714.000	4846.000	5022.000	5366.000	5538.000	5618.000	0.000	0.000	53500	53553	7506	54	535	1	1	
8	7	15	3	1	4000	2500	2000	2	555555	******	5	5	5	5	5	5	500.000	1390.000	1890.000	0	0	2	5	5	5	5	5	5	4500.000	4750.000	4986.000	5202.000	5462.000	5728.000	0.000	0.000	61000	61063	8506	62	41	1	0	
8	8	15	4	0	4000	2500	4000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69500	69573	10506	70	549	1	0	
8	9	15	2	0	6000	2500	4000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80000	80087	12506	81	60	1	0	
8	10	15	3	0	6000	2500	1000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	92500	92597	9506	93	566	1	0	
8	11	15	4	1	4000	2500	2000	2	135315	******	1	3	5	3	1	5	688.000	1198.000	1886.000	0	0	2	1	3	5	3	1	5	4688.000	4910.000	5084.000	5502.000	5658.000	5734.000	0.000	0.000	102000	102109	8506	103	75	1	0	
8	12	15	4	0	4000	2500	1000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	110500	110619	7506	111	581	1	0	
8	13	15	5	0	8000	2500	1000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	118000	118129	11506	119	87	1	1	
8	14	15	1	1	4000	2500	1000	2	111111	******	1	1	1	1	1	1	442.000	1598.000	2040.000	0	0	2	1	1	1	1	1	1	4442.000	4704.000	4980.000	5300.000	5600.000	5872.000	0.000	0.000	129500	129639	7506	130	595	1	0	
8	15	15	1	1	6000	2500	2000	2	111111	******	1	1	1	1	1	1	642.000	1566.000	2208.000	0	0	2	1	1	1	1	1	1	6642.000	6908.000	7192.000	7462.000	7756.000	8036.000	0.000	0.000	137000	137150	10506	138	103	1	0	
8	16	15	1	0	6000	2500	1000	2	111111	******	1	1	1	1	1	1	962.000	0.000	962.000	1	1	-1	0	0	0	0	0	0	6962.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	147500	147659	9506	148	609	1	1	
8	17	15	1	0	4000	2500	1000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	157000	157169	7506	158	116	1	0	
8	18	15	5	1	4000	2500	1000	2	351531	******	3	5	1	5	3	1	644.000	1282.000	1926.000	0	0	2	3	5	1	5	3	1	4644.000	4894.000	5126.000	5476.000	5626.000	5802.000	0.000	0.000	164500	164679	7506	165	623	1	0	
8	19	15	2	1	4000	2500	1000	2	333333	******	3	3	3	3	3	3	512.000	1398.000	1910.000	0	0	2	3	3	3	3	3	3	4512.000	4776.000	5022.000	5270.000	5544.000	5820.000	0.000	0.000	172000	172189	7506	173	129	1	0	
8	20	15	6	0	4000	2500	8000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	179500	179700	14506	180	638	1	0	
8	21	15	5	1	6000	2500	8000	2	351531	******	3	5	1	5	3	1	552.000	1364.000	1916.000	0	0	2	3	5	1	5	3	1	6552.000	6820.000	7034.000	7442.000	7612.000	7758.000	0.000	0.000	194000	194209	16506	195	143	1	0	
8	22	15	3	0	4000	2500	4000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	210500	210719	10506	211	648	1	0	
8	23	15	6	1	8000	2500	4000	2	513153	******	5	1	3	1	5	3	386.000	1196.000	1582.000	0	0	2	5	1	3	1	5	3	8386.000	8646.000	8840.000	9170.000	9308.000	9486.000	0.000	0.000	221000	221229	14506	222	153	1	0	
8	24	15	5	0	8000	2500	1000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	235500	235739	11506	236	661	1	0	
8	25	15	3	1	4000	2500	16000	2	555555	******	5	5	5	5	5	5	416.000	1460.000	1876.000	0	0	2	5	5	5	5	5	5	4416.000	4658.000	4908.000	5200.000	5448.000	5726.000	0.000	0.000	247000	247251	22506	248	168	1	0	
8	26	15	3	1	4000	2500	2000	2	555555	******	5	5	5	5	5	5	402.000	1474.000	1876.000	0	0	2	5	5	5	5	5	5	4402.000	4692.000	4938.000	5208.000	5448.000	5750.000	0.000	0.000	269500	269761	8506	270	669	1	0	
8	27	15	2	1	6000	2500	2000	2	333333	******	3	3	3	3	3	3	394.000	1476.000	1870.000	0	0	2	3	3	3	3	3	3	6394.000	6692.000	6942.000	7204.000	7466.000	7750.000	0.000	0.000	278000	278271	10506	279	178	1	0	
8	28	15	6	1	6000	2500	1000	2	513153	******	5	1	3	1	5	3	450.000	1132.000	1582.000	0	0	2	5	1	3	1	5	3	6450.000	6674.000	6892.000	7152.000	7266.000	7466.000	0.000	0.000	288500	288781	9506	289	684	1	1	
8	29	15	2	1	8000	2500	1000	2	333333	******	3	3	3	3	3	3	388.000	1554.000	1942.000	0	0	2	3	3	3	3	3	3	8388.000	8660.000	8906.000	9178.000	9468.000	9778.000	0.000	0.000	298000	298292	11506	299	192	1	1	
8	30	15	2	0	4000	2500	2000	2	333333	******	3	3	3	3	3	3	70.000	0.000	70.000	1	1	-1	0	0	0	0	0	0	4070.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	309500	309801	18506	310	696	1	1	
9	1	15	6	1	4000	2500	4000	2	513153	******	5	1	3	1	5	3	540.000	1128.000	1668.000	0	0	2	5	1	3	1	5	3	4540.000	4756.000	4954.000	5200.000	5348.000	5534.000	0.000	0.000	10000	10000	10506	10	994	1	0	
9	2	15	3	1	6000	2500	2000	2	555555	******	5	5	5	5	5	5	396.000	1400.000	1796.000	0	0	2	5	5	5	5	5	5	6396.000	6662.000	6906.000	7170.000	7406.000	7660.000	0.000	0.000	20500	20510	10506	21	501	1	0	
9	3	15	3	0	4000	2500	1000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31000	31020	7506	32	7	1	0	
9	4	15	4	1	4000	2500	1000	2	135315	******	1	3	5	3	1	5	634.000	1214.000	1848.000	0	0	2	1	3	5	3	1	5	4634.000	4838.000	5046.000	5516.000	5648.000	5730.000	0.000	0.000	38500	38530	7506	39	515	1	0	
9	5	15	1	0	4000	2500	1000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	46000	46040	7506	47	22	1	0	
9	6	15	1	1	4000	2500	8000	2	111111	******	1	1	1	1	1	1	1054.000	1404.000	2458.000	0	0	2	1	1	1	1	1	1	5054.000	5290.000	5544.000	5792.000	6044.000	6296.000	0.000	0.000	53500	53550	14506	54	529	1	0	
9	7	15	4	1	4000	2500	4000	2	135315	******	1	3	5	3	1	5	558.000	1072.000	1630.000	0	0	2	1	3	5	3	1	5	4558.000	4768.000	4948.000	5268.000	5420.000	5474.000	0.000	0.000	68000	68060	10506	69	36	1	0	
9	8	15	4	0	4000	2500	2000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	78500	78572	8506	79	544	1	0	
9	9	15	4	1	4000	2500	2000	2	135315	******	1	3	5	3	1	5	558.000	1000.000	1558.000	0	0	2	1	3	5	3	1	5	4558.000	4686.000	4874.000	5188.000	5354.000	5422.000	0.000	0.000	87000	87082	8506	88	51	1	0	
9	10	15	2	0	8000	2500	1000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	95500	95592	11506	96	558	1	1	
9	11	15	6	0	6000	2500	1000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	107000	107102	9506	108	64	1	1	
9	12	15	5	1	8000	2500	1000	2	351531	******	3	5	1	5	3	1	578.000	1284.000	1862.000	0	0	2	3	5	1	5	3	1	8578.000	8770.000	8956.000	9418.000	9566.000	9710.000	0.000	0.000	116500	116612	11506	117	571	1	1	
9	13	15	6	0	4000	2500	1000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	128000	128122	7506	129	77	1	0	
9	14	15	5	0	4000	2500	1000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	135500	135632	7506	136	583	1	0	
9	15	15	1	0	4000	2500	1000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	143000	143142	7506	144	92	1	0	
9	16	15	3	1	8000	2500	2000	2	555555	******	5	5	5	5	5	5	598.000	1436.000	2034.000	0	0	2	5	5	5	5	5	5	8598.000	8860.000	9090.000	9368.000	9592.000	9876.000	0.000	0.000	150500	150652	12506	151	598	1	0	
9	17	15	2	1	4000	2500	1000	2	333333	******	3	3	3	3	3	3	446.000	1778.000	2224.000	0	0	2	3	3	3	3	3	3	4446.000	4702.000	4936.000	5226.000	5496.000	6034.000	0.000	0.000	163000	163161	7506	164	106	1	0	
9	18	15	3	1	6000	2500	1000	2	555555	******	5	5	5	5	5	5	406.000	1552.000	1958.000	0	0	2	5	5	5	5	5	5	6406.000	6692.000	6946.000	7232.000	7516.000	7794.000	0.000	0.000	170500	170672	9506	171	613	1	0	
9	19	15	4	0	4000	2500	2000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	180000	180182	8506	181	120	1	0	
9	20	15	6	1	8000	2500	4000	2	513153	******	5	1	3	1	5	3	418.000	1124.000	1542.000	0	0	2	5	1	3	1	5	3	8418.000	8674.000	8860.000	9144.000	9244.000	9430.000	0.000	0.000	188500	188694	14506	189	630	1	0	
9	21	15	6	1	4000	2500	2000	2	513153	******	5	1	3	1	5	3	474.000	1050.000	1524.000	0	0	2	5	1	3	1	5	3	4474.000	4670.000	4850.000	5130.000	5222.000	5400.000	0.000	0.000	203000	203204	8506	204	134	1	0	
9	22	15	2	0	4000	2500	1000	2	333333	******	3	3	3	3	3	3	272.000	0.000	272.000	1	1	-1	0	0	0	0	0	0	4272.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	211500	211714	7506	212	642	1	0	
9	23	15	2	1	4000	2500	4000	2	333333	******	3	3	3	3	3	3	502.000	1528.000	2030.000	0	0	2	3	3	3	3	3	3	4502.000	4756.000	5010.000	5298.000	5546.000	5854.000	0.000	0.000	219000	219224	10506	220	150	1	1	
9	24	15	5	1	6000	2500	2000	2	351531	******	3	5	1	5	3	1	558.000	1186.000	1744.000	0	0	2	3	5	1	5	3	1	6558.000	6784.000	7020.000	7312.000	7468.000	7660.000	0.000	0.000	229500	229734	10506	230	655	1	1	
9	25	15	1	1	6000	2500	8000	2	111111	******	1	1	1	1	1	1	616.000	1452.000	2068.000	0	0	2	1	1	1	1	1	1	6616.000	6780.000	7028.000	7302.000	7598.000	7892.000	0.000	0.000	240000	240244	16506	241	161	1	0	
9	26	15	3	0	6000	2500	1000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	256500	256754	9506	257	666	1	0	
9	27	15	2	1	6000	2500	16000	2	333333	******	3	3	3	3	3	3	536.000	1562.000	2098.000	0	0	2	3	3	3	3	3	3	6536.000	6796.000	7078.000	7366.000	7636.000	7924.000	0.000	0.000	266000	266263	24506	267	171	1	0	
9	28	15	5	1	4000	2500	1000	2	351531	******	3	5	1	5	3	1	500.000	1336.000	1836.000	0	0	2	3	5	1	5	3	1	4500.000	4776.000	4986.000	5388.000	5532.000	5688.000	0.000	0.000	290500	290774	7506	291	673	1	0	
9	29	15	5	0	6000	2500	2000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	298000	298284	10506	299	181	1	0	
9	30	15	1	1	6000	2500	1000	2	111111	******	1	1	1	1	1	1	496.000	1632.000	2128.000	0	0	2	1	1	1	1	1	1	6496.000	6794.000	7070.000	7372.000	7672.000	7958.000	0.000	0.000	308500	308794	19506	309	689	1	0	
10	1	15	3	1	6000	2500	2000	2	555555	******	5	5	5	5	5	5	430.000	1662.000	2092.000	0	0	2	5	5	5	5	5	5	6430.000	6720.000	6994.000	7312.000	7608.000	7898.000	0.000	0.000	10000	10000	10506	10	996	1	0	
10	2	15	1	1	4000	2500	1000	2	111111	******	1	1	1	1	1	1	504.000	1632.000	2136.000	0	0	2	1	1	1	1	1	1	4504.000	4750.000	5032.000	5346.000	5652.000	5948.000	0.000	0.000	20500	20509	7506	21	501	1	0	
10	3	15	2	0	4000	2500	1000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28000	28019	7506	29	7	1	0	
10	4	15	1	0	4000	2500	1000	2	111111	******	1	1	1	1	1	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35500	35529	7506	36	515	1	0	
10	5	15	4	1	4000	2500	1000	2	135315	******	1	3	5	3	1	5	652.000	1224.000	1876.000	0	0	2	1	3	5	3	1	5	4652.000	4962.000	5142.000	5530.000	5702.000	5812.000	0.000	0.000	43000	43040	7506	44	22	1	0	
10	6	15	5	1	4000	2500	1000	2	351531	******	3	5	1	5	3	1	610.000	1090.000	1700.000	0	0	2	3	5	1	5	3	1	4610.000	4842.000	5054.000	5312.000	5436.000	5586.000	0.000	0.000	50500	50549	7506	51	530	1	0	
10	7	15	6	1	4000	2500	1000	2	513153	******	5	1	3	1	5	3	454.000	1178.000	1632.000	0	0	2	5	1	3	1	5	3	4454.000	4706.000	4868.000	5206.000	5338.000	5516.000	0.000	0.000	58000	58061	7506	59	39	1	0	
10	8	15	4	1	8000	2500	1000	2	135315	******	1	3	5	3	1	5	500.000	1088.000	1588.000	0	0	2	1	3	5	3	1	5	8500.000	8700.000	8866.000	9212.000	9386.000	9462.000	0.000	0.000	65500	65571	11506	66	545	1	1	
10	9	15	3	1	6000	2500	1000	2	555555	******	5	5	5	5	5	5	420.000	1744.000	2164.000	0	0	2	5	5	5	5	5	5	6420.000	6680.000	6934.000	7222.000	7728.000	7978.000	0.000	0.000	77000	77081	9506	78	53	1	1	
10	10	15	4	1	8000	2500	1000	2	135315	******	1	3	5	3	1	5	496.000	998.000	1494.000	0	0	2	1	3	5	3	1	5	8496.000	8682.000	8846.000	9152.000	9296.000	9346.000	0.000	0.000	86500	86591	11506	87	560	1	0	
10	11	15	3	1	4000	2500	1000	2	555555	******	5	5	5	5	5	5	692.000	1336.000	2028.000	0	0	2	5	5	5	5	5	5	4692.000	4940.000	5170.000	5386.000	5604.000	5850.000	0.000	0.000	98000	98101	7506	99	65	1	0	
10	12	15	2	1	4000	2500	2000	2	333333	******	3	3	3	3	3	3	488.000	1468.000	1956.000	0	0	2	3	3	3	3	3	3	4488.000	4740.000	4998.000	5248.000	5516.000	5778.000	0.000	0.000	105500	105612	8506	106	576	1	1	
10	13	15	2	0	4000	2500	1000	2	333333	******	3	3	3	3	3	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	114000	114122	7506	115	79	1	0	
10	14	15	6	0	4000	2500	1000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	121500	121631	7506	122	589	1	0	
10	15	15	4	0	8000	2500	8000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	129000	129141	18506	130	96	1	0	
10	16	15	6	1	4000	2500	2000	2	513153	******	5	1	3	1	5	3	418.000	1104.000	1522.000	0	0	2	5	1	3	1	5	3	4418.000	4676.000	4852.000	5106.000	5200.000	5392.000	0.000	0.000	147500	147652	8506	148	600	1	0	
10	17	15	5	0	6000	2500	4000	2	351531	******	3	5	1	5	3	1	898.000	0.000	898.000	1	1	-1	0	0	0	0	0	0	6364.000	6408.000	6720.000	6798.000	6898.000	0.000	0.000	0.000	156000	156162	12506	157	107	1	0	
10	18	15	3	0	6000	2500	8000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	168500	168672	16506	169	611	1	1	
10	19	15	3	0	4000	2500	16000	2	555555	******	5	5	5	5	5	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	185000	185182	22506	186	118	1	0	
10	20	15	5	0	8000	2500	1000	2	351531	******	3	5	1	5	3	1	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	207500	207692	11506	208	619	1	0	
10	21	15	2	1	6000	2500	1000	2	333333	******	3	3	3	3	3	3	502.000	1434.000	1936.000	0	0	2	3	3	3	3	3	3	6502.000	6818.000	7038.000	7292.000	7528.000	7788.000	0.000	0.000	219000	219202	9506	220	126	1	0	
10	22	15	1	0	6000	2500	2000	2	111111	******	1	1	1	1	1	1	572.000	0.000	572.000	1	1	-1	0	0	0	0	0	0	6254.000	6572.000	0.000	0.000	0.000	0.000	0.000	0.000	228500	228712	10506	229	632	1	0	
10	23	15	6	0	6000	2500	4000	2	513153	******	5	1	3	1	5	3	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	239000	239222	12506	240	140	1	0	
10	24	15	5	1	6000	2500	1000	2	351531	******	3	5	1	5	3	1	640.000	1154.000	1794.000	0	0	2	3	5	1	5	3	1	6640.000	6898.000	7108.000	7378.000	7496.000	7636.000	0.000	0.000	251500	251731	9506	252	645	1	0	
10	25	15	6	1	4000	2500	2000	2	513153	******	5	1	3	1	5	3	588.000	1336.000	1924.000	0	0	2	5	1	3	1	5	3	4588.000	4786.000	4962.000	5242.000	5568.000	5776.000	0.000	0.000	261000	261242	8506	262	152	1	0	
10	26	15	1	1	4000	2500	2000	2	111111	******	1	1	1	1	1	1	692.000	1436.000	2128.000	0	0	2	1	1	1	1	1	1	4692.000	4966.000	5222.000	5458.000	5708.000	5980.000	0.000	0.000	269500	269752	8506	270	660	1	0	
10	27	15	2	1	4000	2500	4000	2	333333	******	3	3	3	3	3	3	526.000	1356.000	1882.000	0	0	2	3	3	3	3	3	3	4526.000	4776.000	5010.000	5248.000	5490.000	5734.000	0.000	0.000	278000	278262	10506	279	166	1	0	
10	28	15	5	1	6000	2500	2000	2	351531	******	3	5	1	5	3	1	552.000	1026.000	1578.000	0	0	2	3	5	1	5	3	1	6552.000	6732.000	6936.000	7180.000	7294.000	7444.000	0.000	0.000	288500	288772	10506	289	672	1	0	
10	29	15	4	0	4000	2500	2000	2	135315	******	1	3	5	3	1	5	0.000	0.000	0.000	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	299000	299281	8506	300	179	1	0	
10	30	15	1	1	4000	2500	4000	2	111111	******	1	1	1	1	1	1	692.000	1452.000	2144.000	0	0	2	1	1	1	1	1	1	4692.000	4972.000	5240.000	5484.000	5758.000	5998.000	0.000	0.000	307500	307791	20506	308	685	1	0	
